rank,score,deferred,chapel,requirements,electives,credits,free_days,early1,lunch_fail,late,runs,holes
2853,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2854,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2855,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2856,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2857,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2858,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2859,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2860,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2861,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2862,7.815,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,ECO1002-06-00 YCK1998-03-00,18.0,월금,1,0,0,4,2+3
2863,7.815,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,YCI1901-01-00 SED2104-01-00,18.0,월금,1,0,3,,1+1+3+1+1
2864,7.815,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,ECO1002-06-00 YCK1998-03-00,18.0,월금,1,0,0,4,2+3
2865,7.815,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,YCI1901-01-00 SED2104-01-00,18.0,월금,1,0,3,,1+1+3+1+1
2866,7.815,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,YCI1901-01-00 SED2104-01-00,18.0,월금,1,0,3,,1+1+3+1+1
2867,7.815,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,YCI1901-01-00 SED2104-01-00,18.0,월금,1,0,3,,1+1+3+1+1
2868,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2869,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2870,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2871,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2872,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2873,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2874,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2875,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2876,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2877,7.799,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,18.0,월금,1,0,3,4,2+1+3
2878,7.795,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,YCE1253-01-00 YCH1605-01-00,18.0,월금,1,0,1,4,1+3+1
2879,7.795,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,YCK1998-03-00 CTM1002-02-00,18.0,월금,1,0,1,4,1+3+1
2880,7.795,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,YCE1253-01-00 YCH1605-01-00,18.0,월금,1,0,1,4,1+1+3
2881,7.795,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,YCK1998-03-00 CTM1002-02-00,18.0,월금,1,0,1,4,1+1+3
2882,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,ANT2105-01-00 YCI1901-01-00,18.0,월금,0,0,3,6+4,1+1
2883,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,ANT2105-01-00 YCI1901-01-00,18.0,월금,0,0,3,6+4,1+1
2884,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,6+4,1+1
2885,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,ANT2105-01-00 YCI1901-01-00,18.0,월금,0,0,3,6+4,1+1
2886,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,6+4,1+1
2887,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,ANT2105-01-00 YCI1901-01-00,18.0,월금,0,0,3,6+4,1+1
2888,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,ANT2105-01-00 YCI1901-01-00,18.0,월금,0,0,3,6+4,1+1
2889,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,6+4,1+1
2890,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,ANT2105-01-00 YCI1901-01-00,18.0,월금,0,0,3,6+4,1+1
2891,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,6+4,1+1
2892,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,ANT2105-01-00 YCI1901-01-00,18.0,월금,0,0,3,6+4,1+1
2893,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,ANT2105-01-00 YCI1901-01-00,18.0,월금,0,0,3,6+4,1+1
2894,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,4+6,1+1
2895,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCH1202-01-00 STA1002-04-00,18.0,월금,0,0,2,7,2+1+1+2
2896,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCH1202-01-00 STA1002-04-00,18.0,월금,0,0,2,7,2+1+1+2
2897,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCH1202-01-00 STA1002-04-00,18.0,월금,0,0,2,7,2+1+1+2
2898,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,4+6,1+1
2899,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCH1202-01-00 STA1002-04-00,18.0,월금,0,0,2,7,2+1+1+2
2900,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,4+6,1+1
2901,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,4+6,1+1
2902,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,4+6,1+1
2903,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,4+6,1+1
2904,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,4+6,1+1
2905,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCH1202-01-00 STA1002-04-00,18.0,월금,0,0,2,7,2+1+1+2
2906,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCH1202-01-00 STA1002-04-00,18.0,월금,0,0,2,7,2+1+1+2
2907,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCH1202-01-00 STA1002-04-00,18.0,월금,0,0,2,7,2+1+1+2
2908,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,UCD1101-01-00 ANT2105-01-00,18.0,월금,0,0,3,4+6,1+1
2909,7.794,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCH1202-01-00 STA1002-04-00,18.0,월금,0,0,2,7,2+1+1+2
2910,7.782,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,YCG1853-01-00 YCK1998-03-00,18.0,월금,0,0,2,6,1
2911,7.782,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,YCG1853-01-00 YCK1998-03-00,18.0,월금,0,0,2,6,1
2912,7.782,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,YCG1853-01-00 YCK1998-03-00,18.0,월금,0,0,2,6,1
2913,7.782,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,YCG1853-01-00 YCK1998-03-00,18.0,월금,0,0,2,6,1
2914,7.78,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,UCB1105-02-00 STA2102-04-00,18.0,월금,1,0,1,6,1+3
2915,7.78,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,UCB1105-02-00 STA2102-04-00,18.0,월금,1,0,1,6,1+3
2916,7.744,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,UCD1101-01-00 CDM2012-01-00,18.0,월금,1,0,2,,1+1+3+1
2917,7.744,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 CDM2012-01-00,18.0,월금,1,0,2,,1+1+3+1
2918,7.744,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,UCD1101-01-00 CDM2012-01-00,18.0,월금,1,0,2,,1+1+3+1
2919,7.744,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 CDM2012-01-00,18.0,월금,1,0,2,,1+1+3+1
2920,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCI1998-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2921,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCI1998-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2922,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,UCB1105-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2923,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCI1998-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2924,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCI1998-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2925,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,UCB1105-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2926,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,UCB1105-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2927,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCI1998-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2928,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCI1998-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2929,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCI1998-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2930,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,UCB1105-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2931,7.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCI1998-02-00 YCK1998-03-00,18.0,월금,0,1,1,7+4,
2932,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2933,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2934,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2935,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2936,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2937,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2938,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2939,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2940,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2941,7.732,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,YCG1853-01-00 ECO1002-05-00,18.0,월금,1,0,2,,1+3+1
2942,7.732,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,YCG1853-01-00 ECO1002-05-00,18.0,월금,1,0,2,,1+3+1
2943,7.732,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,YCE1253-01-00 YCG1853-01-00,18.0,월수금,1,0,2,,1+1+1
2944,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2945,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-01-00,YCH1605-01-00 BIZ1101-09-00,18.0,월금,2,0,0,,1+1
2946,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2947,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2948,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2949,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2950,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+2+3
2951,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2952,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2953,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,YCI1901-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+1+2
2954,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2955,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,2,1,4+4,1+1
2956,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,2,1,4+4,1+1
2957,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-12-00 UIC1805-02-00,YCH1605-01-00 BIZ1101-09-00,18.0,월금,2,0,0,,1+1
2958,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,2,1,4+4,1+1
2959,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2960,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,UCD1101-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+2+1
2961,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,2,1,4+4,1+1
2962,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,YCI1901-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+1+2
2963,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+2+3
2964,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,YCE1253-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+1+2
2965,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2966,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2967,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2968,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2969,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+2+1
2970,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2971,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2972,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2973,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-12-00 UIC1805-02-00,YCH1605-01-00 BIZ1101-09-00,18.0,월금,2,0,0,,1+1
2974,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,2,1,4+4,1+1
2975,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,YCH1605-01-00 YCK1998-03-00,18.0,월금,1,0,1,4,1+3
2976,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,ECO1002-06-00 YCK1998-03-00,18.0,월금,1,0,1,4,3+3
2977,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-01-00,YCH1605-01-00 BIZ1101-09-00,18.0,월금,2,0,0,,1+1
2978,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1806-02-00,UCD1101-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+2+1
2979,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,YCE1253-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2980,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,YCI1901-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+1+2
2981,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,2,1,4+4,1+1
2982,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1805-01-00,YCH1605-01-00 BIZ1101-09-00,18.0,월금,2,0,0,,1+1
2983,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,2,1,4+4,1+1
2984,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,ECO1002-06-00 YCK1998-03-00,18.0,월금,1,0,1,4,3+3
2985,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 UIC1805-01-00,YCH1605-01-00 BIZ1101-09-00,18.0,월금,2,0,0,,1+1
2986,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,YCI1901-01-00 BIZ1101-09-00,18.0,월금,1,1,1,4,1+1
2987,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,YCE1253-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+1+2
2988,7.69,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 CTM1001-02-00,18.0,월금,0,2,1,4+4,1+1
2989,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,YCI1901-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+1+2
2990,7.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 STA1002-04-00,18.0,월금,1,0,1,4,2+1+2+1
