rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,late,runs,holes
2821,12.658,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-02-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,1,0,2,4+4,2+1+2+2
2822,12.658,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-03-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,1,0,2,4+4,2+1+2+2
2823,12.658,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-02-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,1,0,2,4+4,2+1+2+2
2824,12.64,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,2,0,1,,1+2+1+1+1
2825,12.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,2,0,1,,1+2+1+1+1
2826,12.64,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,2,0,1,,1+2+1+1+1
2827,12.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,2,0,1,,1+2+1+1+1
2828,12.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,2,0,1,,1+2+1+1+1
2829,12.64,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,2,0,1,,1+2+1+1+1
2830,12.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,2,0,1,,1+2+1+1+1
2831,12.64,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,2,0,1,,1+2+1+1+1
2832,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-03-00 UIC2151-11-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2833,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-03-00 UIC2151-11-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2834,12.633,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4,2+1+1+2+1
2835,12.633,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4,2+1+1+2+1
2836,12.633,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4,2+1+1+2+1
2837,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-03-00 UIC2151-11-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2838,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-02-00 UIC2151-11-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2839,12.633,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4,2+1+1+2+1
2840,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-03-00 UIC2151-04-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2841,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-03-00 UIC2151-10-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2842,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-03-00 UIC2151-10-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2843,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-03-00 UIC2151-10-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2844,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-02-00 UIC2151-11-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2845,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-02-00 UIC2151-11-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2846,12.633,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4,2+1+1+2+1
2847,12.633,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4,2+1+1+2+1
2848,12.633,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4,2+1+1+2+1
2849,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-03-00 UIC2151-11-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2850,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-03-00 UIC2151-04-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2851,12.633,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4,2+1+1+2+1
2852,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-03-00 UIC2151-10-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2853,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-02-00 UIC2151-11-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2854,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-03-00 UIC2151-04-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2855,12.633,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1501-03-00 UIC2151-04-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,2,0,6+5,1+1+1
2856,12.631,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 YCG1804-01-00,ME FREE,18.0,월금,1,1,1,5,3+1+1
2857,12.625,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC1751-01-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,3,6,3+2+2
2858,12.625,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-11-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,,0,0,2,6,1+2+2
2859,12.625,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,3,6,1+2+2
2860,12.625,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,3,6,1+2+2
2861,12.625,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC1751-01-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,3,6,3+2+2
2862,12.625,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC1751-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,,0,0,2,6,1+2+2
2863,12.625,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-11-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,,0,0,2,6,1+2+2
2864,12.625,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-02-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,1,1,1,4+5,2+3+1
2865,12.625,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-03-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,1,1,1,4+5,2+3+1
2866,12.615,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 YCI1998-02-00,ME FREE,18.0,월금,1,1,2,6+6,1
2867,12.615,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 YCI1998-02-00,ME FREE,18.0,월금,1,1,2,6+6,1
2868,12.615,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 YCI1998-02-00,ME FREE,18.0,월금,1,1,2,6+6,1
2869,12.615,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 YCI1998-02-00,ME FREE,18.0,월금,1,1,2,6+6,1
2870,12.608,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,금,0,0,3,4,2+2+2+2
2871,12.608,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,금,0,0,3,4,2+2+2+2
2872,12.592,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-11-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,,0,0,1,4+4,1+1
2873,12.592,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-11-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,,0,0,1,4+4,1+1
2874,12.59,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,월금,1,1,3,8,1+1
2875,12.59,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,월금,1,1,3,8,1+1
2876,12.59,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,월금,1,1,3,8,1+1
2877,12.59,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,월금,1,1,3,8,1+1
2878,12.569,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2879,12.569,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2880,12.569,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2881,12.569,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2882,12.569,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2883,12.569,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2884,12.569,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2885,12.569,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2886,12.569,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2887,12.569,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2888,12.569,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2889,12.569,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,1,0,2,4,1+2+1+1
2890,12.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,2,6,1+1+3
2891,12.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,2,6,1+3+1
2892,12.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,2,6,1+3+1
2893,12.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,2,6,1+1+3
2894,12.55,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,QRM2004-01-00 QRM2001-01-00,ME ME,18.0,금,1,1,1,6+5,2+1+2
2895,12.55,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,QRM2004-01-00 QRM2001-01-00,ME ME,18.0,금,1,1,1,6+5,2+1+2
2896,12.54,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,ECO1101-06-00 QRM2001-01-00,ECO1101 ME,18.0,월금,2,1,3,4+5,4+3+2+1
2897,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2898,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2899,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2900,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2901,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2902,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2903,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2904,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2905,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2906,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2907,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2908,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2909,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2910,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2911,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2912,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2913,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 ECO1002-05-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+3+2+1
2914,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2915,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2916,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+3+1+1
2917,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2918,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2919,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+1+1
2920,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+3+1+1
2921,12.54,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+1
2922,12.54,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 ECO1002-05-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+3+2+1
2923,12.533,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2924,12.533,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2925,12.533,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2926,12.533,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2927,12.533,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2928,12.533,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2929,12.533,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2930,12.533,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2931,12.533,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2932,12.533,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2933,12.533,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2934,12.533,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2935,12.533,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2936,12.533,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2937,12.533,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2938,12.533,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,2,4,2+1+2+2+2+1
2939,12.533,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-11-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,금,0,0,3,6,3+1+1
2940,12.517,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,1,0,1,4,2+1
2941,12.458,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,0,2,6+4+4,1+2
2942,12.458,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,0,2,6+4+4,1+2
2943,12.458,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-02-00,ECO1104-06-00 ECO1103-02-00,ME ME,18.0,금,1,1,1,4+5,2+1+2+1
2944,12.458,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-02-00,ECO1104-06-00 ECO1103-02-00,ME ME,18.0,금,1,1,1,4+5,2+1+2+1
2945,12.458,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-02-00,ECO1104-06-00 ECO1103-02-00,ME ME,18.0,금,1,1,1,4+5,2+1+2+1
2946,12.458,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-11-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,0,4+5,1+1
